system,brand,series,code,name,romanianName,previewHex,finish,usageScope,translucent,active,source,notes
RAL,,,7030,Stone grey,,#8B8C7A,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,7031,Blue grey,,#474B4E,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,7032,Pebble grey,,#B8B799,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,7033,Cement grey,,#7D8471,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,7034,Yellow grey,,#8F8B66,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,7035,Light grey,,#D7D7D7,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,7036,Platinum grey,,#7F7679,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,7037,Dusty grey,,#7D7F7D,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,7038,Agate grey,,#B5B8B1,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,7039,Quartz grey,,#6C6960,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,7040,Window grey,,#9DA1AA,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,7042,Traffic grey A,,#8D948D,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,7043,Traffic grey B,,#4E5452,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,7044,Silk grey,,#CAC4B0,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,7045,Telegrey 1,,#909090,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,7046,Telegrey 2,,#82898F,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,7047,Telegrey 4,,#D0D0D0,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,7048,Pearl mouse grey,,#898176,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8000,Green brown,,#826C34,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8001,Ochre brown,,#955F20,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8002,Signal brown,,#6C3B2A,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8003,Clay brown,,#734222,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8004,Copper brown,,#8E402A,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8007,Fawn brown,,#59351F,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8008,Olive brown,,#6F4F28,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8011,Nut brown,,#5B3A29,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8012,Red brown,,#592321,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8014,Sepia brown,,#382C1E,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8015,Chestnut brown,,#633A34,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8016,Mahogany brown,,#4C2F27,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8017,Chocolate brown,,#45322E,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8019,Grey brown,,#403A3A,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8022,Black brown,,#212121,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8023,Orange brown,,#A65E2E,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8024,Beige brown,,#79553D,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8025,Pale brown,,#755C48,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8028,Terra brown,,#4E3B31,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,8029,Pearl copper,,#763C28,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,9001,Cream,,#FDF4E3,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,9002,Grey white,,#E7EBDA,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,9003,Signal white,,#F4F4F4,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,9004,Signal black,,#282828,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,9005,Jet black,,#0A0A0A,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,9006,White aluminium,,#A5A5A5,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,9007,Grey aluminium,,#8F8F8F,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,9010,Pure white,,#FFFFFF,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,9011,Graphite black,,#1C1C1C,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,9016,Traffic white,,#F6F6F6,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,9017,Traffic black,,#1E1E1E,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,9018,Papyrus white,,#D7D7D7,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,9022,Pearl light grey,,#9C9C9C,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
RAL,,,9023,Pearl dark grey,,#828282,matte,return;structure;cable_channel,false,true,RAL Classic (ral_standard.csv gist/nichtich),Preview HEX approximate — physical RAL standard is authoritative
ORACAL,Oracal,651,010,White,,#E6E9EE,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,010M,White,,#E6E9EE,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,020,Golden yellow,,#FBAA00,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,019,Signal yellow,,#E6A700,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,021,Yellow,,#FEC500,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,022,Light yellow,,#F2CA00,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,022M,Light yellow,,#F2CA00,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,025,Brimstone yellow,,#F2E210,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,026,Purple red (gloss only,,#5E050E,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,312,Burgundy (gloss only,,#6F000E,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,312M,Burgundy,,#6F000E,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,030,Dark red,,#900E16,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,031,Red,,#B0000D,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,031M,Red,,#B0000D,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,032,Light red,,#C91100,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,034,Orange,,#E1512C,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,034M,Orange,,#E1512C,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,047,Orange red,,#D33100,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,036,Light orange,,#EA6700,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,035,Pastel orange,,#FC6C00,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,341,Coral,,#F88873,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,404,Purple,,#412773,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,040,Violet,,#5D2C68,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,040M,Violet,,#5D2C68,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,043,Lavender,,#775EA0,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,042,Lilac,,#B893BC,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,041,Pink,,#C22B6B,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,041M,Pink,,#C22B6B,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,045,Soft pink,,#ED84B6,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,045M,Soft pink,,#ED84B6,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,562,Deep sea blue,,#131E3A,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,518,Steel blue,,#13133E,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,050,Dark blue,,#1B2E5D,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,050M,Dark blue,,#1B2E5D,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,065,Cobalt blue,,#12226C,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,049,King blue,,#152A78,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,086,Brilliant blue,,#1930AB,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,067,Blue,,#003A79,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,057,Traffic blue,,#00408C,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,051,Gentian blue,,#004684,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,098,Gentian,,#0050A2,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,052,Azure blue,,#005DAB,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,084,Sky blue,,#0075BB,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,084M,Sky blue,,#0075BB,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,053,Light blue,,#0089C3,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,056,Ice blue,,#3DA1D2,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,066,Turquoise blue,,#00818C,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,054,Turquoise,,#009B97,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,054M,Turquoise,,#009B97,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,055m,Int,,#5FCDB7,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,060,Dark green,,#004028,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,613,Forest green,,#005236,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,061,Green,,#00784B,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,061M,Green,,#00784B,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,068,Grass green,,#007A42,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,062,Light green,,#00873C,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,064,Yellow green,,#289901,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,063,Lime-tree green,,#6AA72D,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,080,Brown,,#432F1E,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,080M,Brown,,#432F1E,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,083,Nut brown,,#AF591F,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,824,Imitation gold,,#D2972F,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,081,Light brown,,#A8885C,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,082,Beige,,#CEC09F,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,023,Cream (gloss only,,#EBD494,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,070,Black,,#0D0E11,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,070M,Black,,#231F20,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,073,Dark grey,,#4B4C4C,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,073M,Dark grey,,#4B4C4C,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,071,Grey,,#757D7C,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,071M,Grey,,#757D7C,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,076,Telegrey,,#818689,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,074m,Iddle grey,,#8A8F8B,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,072,Light grey,,#BFC2C0,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,090,Silver grey,,#686A6D,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,090M,Silver grey metallic,,#686A6D,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,091,Gold,,#756232,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,651,091M,Gold metallic,,#756232,matte,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Matte variant
ORACAL,Oracal,651,092,Copper,,#6B411D,gloss,return;face_vinyl,false,true,ORAFOL ORACAL 651 Intermediate Cal,Colored cast vinyl
ORACAL,Oracal,8500,010,White,,#E7E8E5,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,025,Brimstone yellow,,#D1C600,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,021,Yellow,,#FFCF00,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,013,Zinc yellow,,#F5BD00,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,020,Golden yellow,,#FBAA00,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,207,Ochre yellow,,#D2972F,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,015,Yellow,,#FEC500,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,034,Orange,,#E1512C,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,330,Fox red,,#B0000D,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,323,Coral red,,#C91100,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,032,Light red,,#C91100,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,329,Carnation red,,#B0000D,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,016,Crimson,,#900E16,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,031,Red,,#B0000D,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,017,Cherry red,,#900E16,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,030,Dark red,,#900E16,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,085,Pale pink,,#ED84B6,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,413,Light pink,,#C22B6B,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,041,Pink,,#C22B6B,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,008,Heather red,,#900E16,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,040,Violet,,#5D2C68,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,403,Light violet,,#B893BC,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,012,Lilac,,#B893BC,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,527,Pastel blue,,#0089C3,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,053,Light blue,,#0089C3,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,052,Azure blue,,#005DAB,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,051,Gentian blue,,#004684,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,528,Grey blue,,#64788C,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,005m,Iddle blue,,#0075BB,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,006,Intensive blue,,#1930AB,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,049,King blue,,#152A78,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,542,Caribic blue,,#0075BB,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,065,Cobalt blue,,#12226C,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,007,Dark blue,,#1B2E5D,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,541,Dark turquoise,,#00818C,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
ORACAL,Oracal,8500,066,Turquoise blue,,#009B97,translucent_matte,face_vinyl;illuminated_face,true,true,ORAFOL ORACAL 8500 Translucent Cal,Translucent — color effect depends on LED behind face
